,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
275,N/A,N/A,tdc,N/A,N/A,N/A,N/A,N/A,27.42,18.52,2.30,3.73,13.43,18.41,10.10,1.5,17.59,6300000000.0,6180000000.0,14.93,2.27,2.26,10.29,2.26,1480000000.0,1.5,367000000.0,2.33,5.40,1.00,834000000.0,5.71,468000000.0,1.58,11.54,43.15,1.5,0.46,103.40,22100000.0,14.40,15.00,23210000.0,N/A
276,N/A,N/A,te,N/A,N/A,N/A,N/A,N/A,146.33,33.83,1.77,1.76,5.08,19.69,3.91,1.5,11.50,4620000000.0,8359999999.999999,16.49,1.91,3.26,9.87,3.26,1020000000.0,1.5,205700000.0,0.58,74.30,23.70,25400000.0,0.11,3770000000.0,0.69,10.96,19.62,1.5,1.14,55.30,7280000.0,3.80,3.10,7250000.0,N/A
277,N/A,N/A,tel,N/A,N/A,N/A,N/A,N/A,46.05,15.47,2.02,3.10,13.52,15.71,7.15,1.5,34.36,28690000000.0,32200000000.000004,15.46,1.12,2.29,11.29,2.29,4690000000.0,1.5,1910000000.0,4.57,33.70,4.20,868000000.0,2.14,4219999999.9999995,1.56,22.52,70.63,1.5,0.20,92.10,2150000.0,1.40,0.50,2580000.0,N/A
278,N/A,N/A,tjx,N/A,N/A,N/A,N/A,N/A,39.51,20.94,1.53,10.48,7.62,12.40,21.14,1.5,41.98,45090000000.0,45750000000.0,17.78,1.90,1.57,10.90,1.57,8300000000.000001,1.5,2220000000.0,3.15,11.30,6.30,2780000000.0,4.06,1680000000.0,1.71,6.23,65.97,1.5,0.65,91.90,6570000.0,2.00,1.10,5590000.0,N/A
279,N/A,N/A,tmk,N/A,N/A,N/A,N/A,N/A,26.20,13.85,1.81,1.54,13.70,21.62,2.79,1.5,30.33,7200000000.0,8250000000.0,12.03,1.56,2.08,9.54,2.08,1750000000.0,1.5,542940000.0,4.09,2.80,7.00,81900000.0,0.64,1230000000.0,0.36,36.72,56.66,1.5,1.84,76.50,3800000.0,5.20,3.00,2900000.0,N/A
280,N/A,N/A,tmo,N/A,N/A,N/A,N/A,N/A,70.90,28.47,3.10,2.57,11.22,13.53,3.82,1.5,42.42,53180000000.0,66280000000.0,16.37,1.79,3.92,16.70,3.92,7490000000.0,1.5,1900000000.0,4.71,75.70,29.60,1350000000.0,3.41,14570000000.0,1.22,51.31,134.03,1.5,0.15,92.20,2800000.0,1.60,0.70,3180000.0,N/A
281,N/A,N/A,trip,N/A,N/A,N/A,N/A,N/A,30.04,52.24,9.26,10.25,18.14,27.61,12.53,1.5,8.73,11570000000.0,11630000000.0,28.02,1.52,9.33,31.01,9.33,1210000000.0,1.5,226000000.0,1.55,80.00,35.20,563000000.0,3.94,338000000.0,1.96,7.87,80.97,1.5,14.55,93.40,11540000.0,6.50,13.80,11310000.0,N/A
282,N/A,N/A,trv,N/A,N/A,N/A,N/A,N/A,25.56,9.92,1.25,1.37,13.59,20.09,3.30,1.5,80.17,34110000000.0,36310000000.0,10.96,2.09,1.34,5.74,1.34,13290000000.0,1.5,3660000000.0,10.70,5.10,0.70,4740000000.0,14.74,6350000000.0,0.40,77.08,106.14,1.5,0.31,85.50,9860000.0,5.60,3.10,9980000.0,N/A
283,N/A,N/A,tsn,N/A,N/A,N/A,N/A,N/A,82.38,16.09,0.40,1.74,2.32,4.21,5.86,1.5,103.56,15640000000.0,23150000000.0,10.55,0.60,0.58,10.35,0.58,2680000000.0,1.5,919000000.0,2.39,21.70,23.50,383000000.0,0.94,7530000000.0,1.50,22.45,38.49,1.5,1.59,84.80,29500000.0,5.80,9.80,27460000.0,N/A
284,N/A,N/A,tss,N/A,N/A,N/A,N/A,N/A,84.55,22.19,2.88,4.16,13.20,17.77,7.33,1.5,13.28,7060000000.0,8250000000.0,15.70,1.48,3.37,14.54,3.37,777980000.0,1.5,270910000.0,1.72,21.60,8.90,289180000.0,1.56,1460000000.0,2.33,9.15,38.16,1.5,3.04,75.00,3410000.0,4.50,2.20,3030000.0,N/A
285,N/A,N/A,twc,N/A,N/A,N/A,N/A,N/A,296.08,21.04,1.84,5.24,8.90,21.30,6.28,1.5,81.68,42380000000.0,68200000000.0,17.03,1.65,2.99,8.62,2.99,15990000000.0,1.5,2009999999.9999998,7.17,2.60,3.80,708000000.0,2.52,23740000000.0,0.52,28.54,150.87,1.5,0.10,88.00,6130000.0,2.50,2.20,6150000.0,N/A
286,N/A,N/A,twx,N/A,N/A,N/A,N/A,N/A,91.90,19.40,2.53,2.83,13.99,24.64,6.42,1.5,31.69,69820000000.0,90880000000.0,14.54,1.05,3.32,12.16,3.32,11480000000.0,1.5,3880000000.0,4.33,27.00,1.00,2620000000.0,3.15,22490000000.0,1.43,29.42,84.07,1.5,0.08,89.00,11920000.0,3.00,1.30,11330000.0,N/A
287,N/A,N/A,txn,N/A,N/A,N/A,N/A,N/A,44.68,22.62,4.60,5.78,21.63,29.92,13.31,1.5,12.25,60910000000.0,61520000000.0,18.12,1.97,4.72,12.13,4.72,7430000000.0,1.5,2780000000.0,2.57,61.40,8.00,3540000000.0,3.38,4640000000.0,2.92,9.93,58.17,1.5,0.30,87.50,18420000.0,3.60,2.10,18360000.0,N/A
288,N/A,N/A,txt,N/A,N/A,N/A,N/A,N/A,90.68,21.32,0.89,2.90,4.32,7.59,4.78,1.5,49.67,12580000000.0,15910000000.0,15.35,1.00,1.15,10.52,1.15,2460000000.0,1.5,605000000.0,2.13,26.90,16.80,731000000.0,2.64,3870000000.0,2.00,15.45,45.45,1.5,0.11,82.00,4820000.0,2.70,2.00,4710000.0,N/A
289,N/A,N/A,tyc,N/A,N/A,N/A,N/A,N/A,34.02,11.18,1.73,4.21,16.75,6.98,3.88,1.5,23.26,17950000000.0,19170000000.0,16.38,1.49,1.86,17.77,1.86,3780000000.0,1.5,711000000.0,3.82,40.00,0.60,538000000.0,1.28,1460000000.0,1.17,10.09,42.74,1.5,0.41,94.30,2990000.0,1.50,0.70,2770000.0,N/A
290,N/A,N/A,ua,N/A,N/A,N/A,N/A,N/A,21.09,92.38,5.90,13.49,6.75,11.48,12.05,1.5,14.47,18770000000.0,17610000000.0,60.94,3.28,5.71,41.33,5.71,1510000000.0,1.5,208040000.0,0.95,36.70,31.10,593170000.0,2.77,284800000.0,3.68,6.31,87.76,1.5,0.77,81.00,12030000.0,6.80,6.70,10810000.0,N/A
291,N/A,N/A,unh,N/A,N/A,N/A,N/A,N/A,51.60,20.80,0.87,3.49,4.31,7.87,7.63,1.5,134.23,113090000000.0,121710000000.0,16.82,1.98,0.93,10.74,0.93,37220000000.0,1.5,5620000000.0,5.70,5.80,7.40,9240000000.0,9.68,17460000000.0,0.67,34.02,118.58,1.5,1.56,92.40,9280000.0,2.50,1.00,10730000.0,N/A
292,N/A,N/A,unp,N/A,N/A,N/A,N/A,N/A,54.18,19.21,3.98,4.52,21.59,36.49,10.68,1.5,26.74,97330000000.0,108090000000.0,15.07,1.22,4.51,10.14,4.51,17890000000.0,1.5,5180000000.0,5.75,21.90,9.30,1590000000.0,1.80,11480000000.0,1.24,23.99,110.44,1.5,0.29,82.80,5690000.0,1.20,0.60,7470000.0,N/A
293,N/A,N/A,ups,N/A,N/A,N/A,N/A,N/A,501.85,29.71,1.48,40.36,5.21,8.49,8.62,1.5,63.57,87960000000.0,94900000000.0,16.92,2.01,1.63,13.83,1.63,43470000000.0,1.5,3030000000.0,3.28,61.20,6.10,3280000000.0,3.64,10830000000.0,1.37,2.36,97.46,1.5,0.03,70.90,7850000.0,2.70,1.10,7900000.0,N/A
294,N/A,N/A,utx,N/A,N/A,N/A,N/A,N/A,60.53,17.08,1.60,3.35,9.55,15.28,6.84,1.5,72.47,105690000000.0,122020000000.0,15.13,1.83,1.87,10.30,1.87,17650000000.0,1.5,6220000000.0,6.82,0.70,1.40,5240000000.0,5.77,19790000000.0,1.30,34.32,116.51,1.5,0.11,83.20,24180000.0,5.90,3.00,27190000.0,N/A
295,N/A,N/A,var,N/A,N/A,N/A,N/A,N/A,32.45,24.70,3.05,5.82,12.97,19.32,10.94,1.5,29.99,9500000000.0,9000000000.0,19.81,1.85,2.93,13.68,2.93,1300000000.0,1.5,399060000.0,3.84,4.70,3.70,972880000.0,9.72,525000000.0,2.03,16.11,94.90,1.5,0.27,93.70,5110000.0,8.90,5.10,4980000.0,N/A
296,N/A,N/A,vfc,N/A,N/A,N/A,N/A,N/A,25.74,31.08,2.57,5.67,8.53,14.93,11.30,1.5,28.39,31660000000.0,32820000000.0,19.94,2.14,2.67,15.56,2.67,5990000000.0,1.5,1050000000.0,2.38,66.80,8.80,971900000.0,2.27,1450000000.0,2.58,13.01,73.97,1.5,20.64,86.10,4440000.0,2.50,1.10,4280000.0,N/A
297,N/A,N/A,vlo,N/A,N/A,N/A,N/A,N/A,30.06,8.39,0.23,1.43,2.77,4.51,7.95,1.5,248.75,29590000000.0,33450000000.000004,9.48,1.91,0.26,4.41,0.26,12700000000.0,1.5,3690000000.0,6.85,10.30,19.10,3690000000.0,7.17,6390000000.0,1.67,40.20,57.47,1.5,0.50,82.80,10940000.0,1.50,2.10,16440000.000000002,N/A
298,N/A,N/A,vmc,N/A,N/A,N/A,N/A,N/A,48.02,52.99,3.61,2.59,6.84,9.94,2.28,1.5,22.78,10800000000.0,12870000000.0,25.16,4.46,4.30,22.40,4.30,587580000.0,1.5,207150000.0,1.54,318.60,11.00,141270000.0,1.07,2009999999.9999998,2.04,31.66,81.77,1.5,0.28,89.20,3380000.0,3.10,3.00,3900000.0,N/A
299,N/A,N/A,vtr,N/A,N/A,N/A,N/A,N/A,121.98,45.80,7.85,2.51,15.49,29.65,2.78,1.5,10.44,24200000000.0,35330000000.0,15.18,3.24,11.50,21.24,11.50,1860000000.0,1.5,473660000.0,1.60,1.20,9.30,55350000.0,0.17,10890000000.0,0.93,29.08,73.15,1.5,0.56,100.00,10470000.0,3.60,3.60,9660000.0,N/A
300,N/A,N/A,wat,N/A,N/A,N/A,N/A,N/A,77.33,24.46,5.19,5.46,21.70,27.35,9.12,1.5,23.58,10300000000.0,9850000000.0,19.94,2.43,4.95,15.44,4.95,1160000000.0,1.5,431620000.0,5.07,6.90,3.30,2060000000.0,24.76,1470000000.0,4.91,22.79,124.02,1.5,4.15,95.50,1980000.0,5.00,2.90,2100000.0,N/A
301,N/A,N/A,wdc,N/A,N/A,N/A,N/A,N/A,26.15,15.72,1.51,2.54,10.23,12.07,7.53,1.5,65.03,23470000000.0,19390000000.0,11.68,1.67,1.28,6.40,1.28,4360000000.0,1.5,1550000000.0,6.46,1.90,2.10,5140000000.0,22.26,2380000000.0,2.63,39.15,101.58,1.5,5.76,88.30,3520000.0,1.70,1.50,2520000.0,N/A
302,N/A,N/A,wec,N/A,N/A,N/A,N/A,N/A,117.48,19.43,2.24,2.53,11.77,22.26,4.64,1.5,22.15,11350000000.0,16360000000.0,17.60,3.13,3.27,10.68,3.27,1630000000.0,1.5,588300000.0,2.59,15.90,4.00,61900000.0,0.27,5230000000.0,0.92,19.60,50.33,1.5,0.17,74.80,8650000.0,4.80,3.80,9530000.0,N/A
303,N/A,N/A,wfm,N/A,N/A,N/A,N/A,N/A,1.63,30.27,1.20,4.48,4.02,6.56,10.28,1.5,40.10,17450000000.0,17920000000.0,24.81,2.18,1.23,13.26,1.23,5040000000.0,1.5,588000000.0,1.60,5.70,10.20,738000000.0,2.05,64000000.0,1.36,10.90,48.37,1.5,0.81,85.80,18120000.0,6.20,5.10,17500000.0,N/A
304,N/A,N/A,whr,N/A,N/A,N/A,N/A,N/A,75.00,23.85,0.75,3.03,3.27,6.93,4.84,1.5,253.79,15220000000.0,18600000000.0,11.64,0.64,0.94,9.60,0.94,3400000000.0,1.5,650000000.0,8.17,55.20,17.90,1030000000.0,13.14,4350000000.0,0.96,62.66,194.85,1.5,0.66,91.20,1900000.0,2.20,2.50,1660000.0,N/A
305,N/A,N/A,wmt,N/A,N/A,N/A,N/A,N/A,59.34,15.47,0.52,3.09,3.37,5.59,8.31,1.5,150.36,252080000000.0,302040000000.0,15.11,3.46,0.62,8.32,0.62,120560000000.0,1.5,16079999999.999998,5.05,12.10,1.40,9140000000.0,2.83,50990000000.0,0.97,25.22,78.14,1.5,51.24,30.40,17330000.0,2.70,1.10,21050000.0,N/A
306,N/A,N/A,wu,N/A,N/A,N/A,N/A,N/A,286.24,13.04,1.92,8.27,15.20,20.88,7.31,1.5,10.51,10810000000.0,12690000000.0,12.19,1.47,2.26,8.79,2.26,2310000000.0,1.5,852400000.0,1.59,27.70,0.80,1790000000.0,3.43,3720000000.0,2.08,2.49,20.73,1.5,0.14,107.90,79010000.0,11.20,17.50,81730000.0,N/A
307,N/A,N/A,wy,N/A,N/A,N/A,N/A,N/A,101.85,9.98,2.24,3.13,24.67,16.51,5.45,1.5,13.30,16660000000.0,20750000000.0,17.43,4.53,2.80,12.05,2.80,1640000000.0,1.5,784000000.0,3.18,227.80,1.10,1580000000.0,3.01,5400000000.0,3.30,10.09,31.73,1.5,0.06,92.20,12380000.0,3.80,2.40,11040000.0,N/A
308,N/A,N/A,wyn,N/A,N/A,N/A,N/A,N/A,401.99,21.41,2.04,8.61,10.02,18.69,6.35,1.5,42.25,10790000000.0,15830000000.0,16.33,1.42,3.00,12.97,3.00,2780000000.0,1.5,529000000.0,4.18,5.80,3.00,183000000.0,1.52,5050000000.0,1.00,10.37,89.49,1.5,0.47,93.00,4310000.0,4.80,3.60,3710000.0,N/A
309,N/A,N/A,x,N/A,N/A,N/A,N/A,N/A,92.05,37.03,0.21,0.97,0.58,5.19,4.46,1.5,120.60,3720000000.0,5740000000.0,16.07,17.98,0.33,3.74,0.33,2049999999.9999998,1.5,102000000.0,0.69,7.40,4.60,1350000000.0,9.30,3500000000.0,1.80,26.07,25.55,1.5,0.69,81.30,47830000.0,5.50,32.90,45870000.0,N/A
310,N/A,N/A,xel,N/A,N/A,N/A,N/A,N/A,125.09,17.15,1.49,1.70,8.74,16.67,3.44,1.5,23.19,17590000000.0,30220000000.0,15.66,3.58,2.59,9.75,2.59,3730000000.0,1.5,1020000000.0,2.03,30.80,7.20,95430000.0,0.19,12780000000.0,0.83,20.20,34.77,1.5,0.13,70.30,8800000.0,2.30,1.70,9720000.0,N/A
311,N/A,N/A,xl,N/A,N/A,N/A,N/A,N/A,14.54,54.41,1.44,0.95,2.85,15.43,1.40,1.5,24.71,9580000000.0,8550000000.000001,10.43,3.13,1.30,7.96,1.30,2360000000.0,1.5,188340000.0,0.69,53.60,24.40,2780000000.0,10.89,1660000000.0,0.54,39.32,37.54,1.5,0.31,95.30,17780000.0,6.10,7.00,15400000.0,N/A
312,N/A,N/A,xlnx,N/A,N/A,N/A,N/A,N/A,58.65,18.41,4.69,4.26,27.58,32.37,9.91,1.5,9.11,11440000000.0,10110000000.0,19.28,2.44,4.16,11.73,4.16,1640000000.0,1.5,669620000.0,2.38,4.20,1.10,2920000000.0,11.17,1570000000.0,3.85,10.24,43.76,1.5,0.21,92.60,12440000.0,2.70,4.60,11610000.0,N/A
313,N/A,N/A,xom,N/A,N/A,N/A,N/A,N/A,16.08,11.49,0.99,2.09,8.80,10.49,6.96,1.5,86.28,365940000000.0,383400000000.0,16.62,26.66,1.04,6.84,1.04,127270000000.0,1.5,32520000000.000004,7.60,21.30,23.40,4620000000.0,1.10,29120000000.0,0.82,41.51,87.24,1.5,0.12,51.40,40570000.0,2.70,0.90,44400000.0,N/A
314,N/A,N/A,xyl,N/A,N/A,N/A,N/A,N/A,60.56,19.38,1.64,3.01,8.61,12.49,6.26,1.5,21.39,6460000000.0,7040000000.0,16.65,2.08,1.80,11.16,1.80,1510000000.0,1.5,337000000.0,1.83,41.20,0.90,663000000.0,3.64,1290000000.0,2.32,11.67,35.46,1.5,0.54,91.00,2880000.0,2.90,1.80,2550000.0,N/A
315,N/A,N/A,zmh,N/A,N/A,N/A,N/A,N/A,22.76,27.67,4.17,2.98,15.41,30.35,9.23,1.5,27.65,19700000000.0,19740000000.0,16.95,2.67,4.22,11.04,4.22,3420000000.0,1.5,720100000.0,4.19,33.60,1.40,1700000000.0,9.98,1480000000.0,4.13,38.42,115.92,1.5,0.19,85.30,4019999.9999999995,3.30,2.40,4390000.0,N/A
